crop,Soil Moisture,Temperature,Humidity,Evaporation,Rain,pump
cotton,379,23,38,7.446687065846426,1,0
cotton,177,12,65,2.34155160127752,1,0
cotton,482,27,36,8.988823366281256,1,0
cotton,168,10,47,2.8876518573788448,0,0
cotton,208,39,37,12.53952711674033,1,0
cotton,162,29,50,7.485016080597765,0,0
cotton,306,25,55,5.916775410830741,1,0
cotton,394,27,32,9.5015669690976,1,0
cotton,184,29,46,8.074541743781767,0,0
cotton,429,17,75,2.457675153077417,1,0
cotton,81,20,53,4.895993931698046,0,0
cotton,158,17,54,4.143242348975227,1,0
cotton,435,10,34,3.634542380949204,1,0
cotton,401,17,66,3.213819091448776,0,0
cotton,271,33,74,4.569043811085255,1,0
cotton,161,18,79,2.124573905077955,0,0
cotton,124,40,53,9.617582611187174,1,0
cotton,26,23,60,4.76429654738225,0,0
cotton,175,15,55,3.615690452007776,0,0
cotton,293,25,50,6.537112442811655,1,0
cotton,354,20,63,4.008382340243546,1,0
cotton,245,43,67,7.364196540484155,0,0
cotton,462,32,53,7.862819073190979,1,0
cotton,466,41,57,9.159028315299157,1,0
cotton,75,37,59,7.777789455329847,1,0
cotton,209,43,63,8.209934686443724,0,0
cotton,304,43,52,10.611062893501426,0,0
cotton,256,40,37,12.873405981216184,0,0
cotton,141,43,71,6.46054842722408,0,0
cotton,302,23,79,2.705348627655436,0,0
cotton,87,12,39,3.859146851440183,0,0
cotton,72,13,30,4.741167074828117,0,0
cotton,4,42,49,10.85975062326894,0,0
cotton,178,39,66,6.871981026685456,0,0
cotton,36,16,47,4.410498584867619,1,0
cotton,39,38,50,9.672315672618309,0,0
cotton,107,31,78,3.6193138608855215,1,0
cotton,21,37,33,12.556106019445773,1,0
cotton,59,20,72,2.983971505810455,1,0
cotton,206,37,31,13.018710013133338,0,0
cotton,143,43,50,10.9764671618917,0,0
cotton,52,44,66,7.659977850242948,0,0
cotton,149,24,34,8.14920127092004,0,0
cotton,74,20,46,5.592250183069784,1,0
cotton,861,33,78,4.077631270302716,0,1
cotton,938,14,77,2.0751474242063983,0,1
cotton,981,36,40,11.274647972369436,0,1
cotton,1019,37,75,5.107888251175076,0,1
cotton,876,40,70,6.45109685444816,0,1
cotton,1020,27,60,5.883103202555041,1,1
cotton,933,42,57,9.494030085517934,0,1
cotton,889,39,73,5.719078966305638,1,1
cotton,865,17,61,3.763558044111213,0,1
cotton,920,10,50,2.961112334163388,1,1
cotton,926,18,36,6.222461276101781,0,1
cotton,923,10,39,3.511787297687634,0,1
cotton,853,29,57,6.68077194234801,1,1
cotton,922,23,77,3.1065624195161843,1,1
cotton,998,28,65,5.378351960387583,1,1
cotton,966,16,49,4.551355576750948,0,1
cotton,950,13,42,4.237818149068639,1,1
cotton,1001,36,48,9.839002632137532,0,1
cotton,930,18,79,2.353358389022731,0,1
cotton,999,30,40,9.478568949267144,1,1
cotton,873,44,64,8.370405870859809,1,1
cotton,969,39,63,7.687015893082276,0,1
cotton,881,26,73,3.962246147659756,0,1
cotton,896,42,33,14.525676635360304,1,1
cotton,857,20,42,6.246702573720783,1,1
cotton,1010,10,66,2.1809493656912373,1,1
cotton,947,41,31,14.612151899289692,0,1
cotton,859,20,79,2.5471671631065917,0,1
cotton,1005,43,30,15.529868822053212,0,1
cotton,937,28,69,4.804924171290152,0,1
cotton,893,39,54,9.42499260700065,0,1
cotton,872,10,66,2.15017530730702,0,1
cotton,878,29,65,5.526556922751771,1,1
cotton,883,40,35,13.45270504797839,0,1
cotton,888,44,36,14.533850268750813,0,1
cotton,1009,21,33,7.515733451262537,0,1
cotton,917,33,64,6.40043638119676,1,1
cotton,974,28,70,4.673114372326953,0,1
cotton,858,19,63,3.961934928781343,0,1
cotton,918,19,58,4.450661809059077,1,1
cotton,1021,22,34,7.743318058337312,0,1
cotton,986,36,56,8.395740374211066,0,1
cotton,968,17,62,3.701795890323608,0,1
cotton,1015,35,75,4.857027487119636,0,1
cotton,914,35,39,11.13475943442362,0,1
cotton,941,13,35,4.690816540962091,1,1
cotton,902,45,63,8.782041620850189,1,1
cotton,894,42,37,13.685220730658504,1,1
cotton,1022,45,60,9.483532818649328,0,1
cotton,979,10,38,3.574210307018302,0,1
wheat,672,17,59,3.886409476851647,0,1
wheat,479,19,33,6.71292932799025,1,1
wheat,758,17,37,5.778068210769204,0,1
wheat,833,29,46,8.271089334108694,0,1
wheat,731,26,64,5.0963897196991015,1,1
wheat,575,25,34,8.625484183545755,0,1
wheat,612,16,56,3.905578910659692,1,1
wheat,694,32,66,5.84705979219103,1,1
wheat,675,44,36,14.482184648755211,1,1
wheat,768,15,62,3.2755151265508524,0,1
wheat,621,18,47,5.157994674073801,0,1
wheat,713,35,67,6.186877235523957,0,1
wheat,548,49,57,10.902943011620913,0,1
wheat,566,30,44,8.772987401032399,0,1
wheat,726,44,52,10.9751411720018,0,1
wheat,749,27,61,5.6858538228403495,0,1
wheat,681,9,38,3.1937305275433503,1,1
wheat,799,36,59,7.81301270189222,0,1
wheat,675,23,58,5.232184648755211,1,1
wheat,741,17,61,3.733875650559004,0,1
wheat,628,31,64,5.969863252284346,0,1
wheat,521,30,47,8.310244011065148,0,1
wheat,586,22,58,4.998513441305813,1,1
wheat,814,11,77,1.7015943402521376,1,1
wheat,724,46,46,12.834640700244204,1,1
wheat,872,9,38,3.24017530730702,1,1
wheat,832,27,74,3.9508538980982686,0,1
wheat,762,13,37,4.519048671437028,1,1
wheat,843,24,42,7.403436819202675,0,1
wheat,727,33,62,6.6853911817637,0,1
wheat,694,34,50,8.90705979219103,1,1
wheat,522,27,73,4.005532091088046,1,1
wheat,787,7,41,2.4951259183632635,1,1
wheat,785,23,59,5.14464290201959,1,1
wheat,690,21,70,3.556038310550312,1,1
wheat,843,16,30,6.0434368192026735,1,1
wheat,659,29,50,7.648032954110762,1,1
wheat,696,12,75,1.9075695729696112,1,1
wheat,580,17,58,3.946864137419694,0,1
wheat,812,35,43,10.411118487968778,1,1
wheat,693,44,67,7.666804662242938,1,1
wheat,629,43,77,5.335129461432664,0,1
wheat,707,42,69,6.920362047424928,1,1
wheat,792,38,34,12.971331092813752,0,1
wheat,578,43,76,5.536312763112099,0,1
wheat,715,26,42,7.952381061076869,1,1
wheat,809,41,67,7.200403734435215,0,1
wheat,855,32,78,3.9662375006392265,0,1
wheat,710,27,34,9.321120339505134,0,1
wheat,528,42,71,6.45225576031362,0,1
wheat,782,42,66,7.568917357620059,1,1
wheat,692,19,46,5.53654937218815,0,1
wheat,625,10,48,2.9890635319503587,1,1
wheat,624,29,67,5.173796592960476,0,1
wheat,534,18,60,3.9639712668006615,0,1
wheat,659,11,76,1.7180329541107613,0,1
wheat,515,20,65,3.8585106697606446,0,1
wheat,855,12,78,1.7662375006392268,1,1
wheat,551,43,30,15.418788534784778,1,1
wheat,773,15,79,2.0017333229355945,0,1
wheat,536,24,39,7.684541308288245,0,1
wheat,769,45,63,8.750759044671515,1,1
wheat,664,32,78,3.919334995383833,0,1
wheat,605,43,79,4.898689468155462,0,1
wheat,613,38,42,11.405848075726094,0,1
wheat,702,27,36,9.04909510384104,1,1
wheat,768,12,66,2.4655151265508524,1,1
wheat,821,18,65,3.5882557544542824,1,1
wheat,832,16,68,3.000853898098268,0,1
wheat,510,14,66,2.737059791004475,0,1
wheat,678,38,60,8.002958329461487,1,1
wheat,667,30,49,8.050114186359652,1,1
wheat,780,11,68,2.188432978744339,1,1
wheat,621,16,74,2.4679946740738004,1,1
wheat,571,33,65,6.149376558172343,0,1
wheat,573,30,44,8.77493077987943,1,1
wheat,499,23,59,5.0688469177427065,0,1
wheat,620,27,47,7.542726999206428,1,1
wheat,646,36,33,12.454627542133045,0,1
wheat,781,19,59,4.323675236597312,1,1
wheat,741,24,57,5.578875650559005,1,1
wheat,722,40,33,13.814139623686234,1,1
wheat,763,12,63,2.6442934325953225,1,1
wheat,714,15,57,3.637129225290892,0,1
wheat,544,49,66,8.69681261567265,1,1
wheat,728,31,51,8.010641041143744,0,1
wheat,687,18,69,3.19527050971729,0,1
wheat,760,44,72,6.58355872480151,0,1
wheat,617,11,40,3.6869228635342974,0,1
wheat,577,31,59,6.731036772782995,1,1
wheat,807,16,79,2.114926579514412,0,1
wheat,764,27,59,5.959538052640202,0,1
wheat,810,11,54,2.965642115911841,0,1
wheat,808,19,46,5.565165222374353,1,1
wheat,846,45,30,16.194138645259137,1,1
wheat,885,42,66,7.593163483587483,1,1
wheat,581,36,64,6.857139522284662,1,1
wheat,878,27,43,8.146556922751774,0,1
wheat,569,18,31,6.583821514786058,0,1
wheat,776,23,32,8.247462574375458,1,1
wheat,89,39,32,13.46018678985029,0,0
wheat,72,33,49,8.606167074828118,0,0
wheat,477,16,42,4.987332023982416,0,0
wheat,470,20,60,4.345233321844268,1,0
wheat,455,16,69,2.820692571934624,1,0
wheat,467,42,51,10.63432996227977,0,0
wheat,409,23,43,6.881373916780765,1,0
wheat,193,11,79,1.4033333147524647,1,0
wheat,504,27,56,6.295310916207312,1,0
wheat,128,6,42,1.959482932081479,1,0
wheat,248,39,79,4.365351069901115,1,0
wheat,139,32,30,11.424625934903403,0,0
wheat,312,22,31,7.883902598732178,1,0
wheat,409,31,66,5.596373916780764,0,0
wheat,198,33,40,10.150414938044864,0,0
wheat,448,17,72,2.7185527140628705,1,0
wheat,119,21,62,4.20518361162264,0,0
wheat,142,16,58,3.5860082613960587,0,0
wheat,464,5,32,2.0434242264831477,0,0
wheat,354,20,58,4.508382340243546,1,0
wheat,281,33,31,11.667739916646228,1,0
wheat,148,18,43,5.358747855498907,0,0
wheat,117,40,49,10.41421648937217,1,0
wheat,59,19,77,2.368971505810454,1,0
wheat,213,10,47,2.90655849067262,1,0
wheat,313,20,66,3.694255635014083,1,0
wheat,324,15,37,5.023111442071061,0,0
wheat,201,38,36,12.411655647232587,0,0
wheat,440,27,39,8.571090479828317,1,0
wheat,422,43,45,12.155483387030255,1,0
wheat,91,38,48,10.081221353793756,0,0
wheat,251,41,59,8.676500689842067,0,0
wheat,346,43,72,6.325677179727209,1,0
wheat,275,39,48,10.420528097147214,0,0
wheat,164,41,32,14.175897945161804,1,0
wheat,306,22,59,4.801775410830743,1,0
wheat,114,12,47,3.3927575632754263,0,0
wheat,43,9,65,1.7497090604804268,0,0
wheat,-15,40,49,10.335941408133,1,0
wheat,209,40,46,11.054934686443724,1,0
wheat,21,18,53,4.39110601944577,0,0
wheat,-3,37,42,10.874816300178338,1,0
wheat,82,26,65,4.746522931126298,0,0
wheat,-8,32,75,4.141186241600503,1,0
wheat,54,22,32,7.661127880156809,0,0
wheat,242,35,50,9.018037038150696,0,0
wheat,109,41,33,13.94530353004843,0,0
wheat,27,39,47,10.499927246620263,1,0
wheat,136,19,74,2.693235048868204,1,0
wheat,25,24,68,4.003663417676994,0,0
wheat,816,32,72,4.917069674459606,1,1
wheat,958,13,40,4.369590193856423,0,1
wheat,943,36,67,6.40626208534033,0,1
wheat,1059,40,72,6.091412973947021,1,1
wheat,900,43,70,6.906587079095919,1,1
wheat,1024,22,77,3.0139620533709124,0,1
wheat,961,38,57,8.640252989096458,1,1
wheat,901,39,34,13.326814406508108,1,1
wheat,887,21,52,5.493621455895959,0,1
wheat,941,14,67,2.77581654096209,0,1
wheat,921,19,65,3.7863374317282537,1,1
wheat,878,6,60,1.651556922751772,0,1
wheat,850,28,37,9.265072691811886,0,1
wheat,931,18,54,4.603582395992076,1,1
wheat,990,27,54,6.686612492952648,0,1
wheat,983,18,77,2.545085234527916,0,1
wheat,910,15,45,4.583855285201636,1,1
wheat,1008,38,40,11.880517439815431,1,1
wheat,971,19,49,5.317455591261534,0,1
wheat,1038,27,43,8.181956102587469,0,1
wheat,826,45,69,7.414438633135914,1,1
wheat,997,34,67,6.088134873033363,1,1
wheat,913,23,69,4.024533563894429,1,1
wheat,915,44,48,11.899985194041658,1,1
wheat,865,22,37,7.378558044111213,0,1
wheat,964,7,54,2.080914851477624,1,1
wheat,914,42,62,8.439759434423621,1,1
wheat,878,16,74,2.531556922751772,0,1
wheat,1018,41,69,6.837673204069701,1,1
wheat,981,30,70,4.974647972369438,0,1
wheat,867,34,77,4.359020713696934,1,1
wheat,825,10,66,2.139202312262066,1,1
wheat,897,28,72,4.375904416746869,1,1
wheat,873,40,46,11.25040587085981,0,1
wheat,874,44,56,10.130636316447085,0,1
wheat,1017,19,70,3.332458061110909,1,1
wheat,916,36,46,10.180210842911762,0,1
wheat,979,23,76,3.234210307018301,0,1
wheat,832,15,62,3.2908538980982684,0,1
wheat,901,19,60,4.256814406508109,0,1
wheat,989,21,50,5.7263946129444845,0,1
wheat,1033,32,53,8.00588891720959,0,1
wheat,996,17,45,5.1529176870702935,1,1
wheat,972,30,74,4.372675286968019,1,1
wheat,917,36,49,9.64043638119676,0,1
wheat,937,16,64,3.344924171290151,1,1
wheat,885,48,57,10.773163483587483,1,1
wheat,925,43,75,5.8372367258209525,1,1
wheat,1001,43,64,8.219002632137531,1,1
wheat,941,9,47,2.8508165409620907,0,1
corn,675,19,72,3.0621846487552107,1,1
corn,499,16,38,5.313846917742706,1,1
corn,768,20,46,5.825515126550853,0,1
corn,796,34,48,9.272292813278176,0,1
corn,727,27,40,8.5153911817637,1,1
corn,602,26,45,7.532876852767809,1,1
corn,533,10,68,1.9636859110007767,1,1
corn,720,33,54,8.003637940129952,1,1
corn,690,41,66,7.376038310550312,1,1
corn,701,13,77,1.9038412439941663,1,1
corn,686,23,30,8.455014252651061,0,1
corn,776,34,33,11.817462574375456,1,1
corn,542,47,56,10.706246109364432,1,1
corn,608,35,50,9.134500366139568,0,1
corn,686,43,77,5.350014252651062,0,1
corn,765,22,77,2.954782531815455,0,1
corn,722,7,63,1.7091396236862355,0,1
corn,877,38,54,9.191326947222338,1,1
corn,672,27,48,7.421409476851647,1,1
corn,802,18,70,3.133731395667918,1,1
corn,650,39,39,12.290678482854476,1,1
corn,574,36,38,11.535207583741334,1,1
corn,657,27,37,8.902510943454534,1,1
corn,764,12,58,2.9445380526402025,0,1
corn,687,41,77,5.120270509717289,1,1
corn,854,16,71,2.766004782239755,0,1
corn,783,28,49,7.569159342044173,0,1
corn,741,10,52,2.818875650559004,1,1
corn,806,24,33,8.47468780563997,0,1
corn,658,26,44,7.677772034414345,1,1
corn,707,32,32,11.290362047424924,0,1
corn,539,28,53,6.945394703076748,1,1
corn,728,12,73,2.0356410411437453,0,1
corn,851,16,54,4.1253058973253,1,1
corn,665,19,50,5.149594894529722,1,1
corn,826,25,65,4.814438633135913,1,1
corn,658,30,76,3.997772034414344,1,1
corn,704,10,62,2.3096023515297945,1,1
corn,531,17,64,3.4231145266557625,0,1
corn,845,36,72,5.48390482652998,0,1
corn,694,40,58,8.80705979219103,0,1
corn,689,34,67,6.015782538360805,1,1
corn,670,39,66,7.030891862868636,0,1
corn,795,37,48,10.052052583855192,1,1
corn,585,42,72,6.25823905675268,1,1
corn,703,25,65,4.784348806255404,0,1
corn,859,33,69,5.562167163106593,0,1
corn,813,24,65,4.636356478975832,1,1
corn,692,33,31,11.791549372188149,0,1
corn,554,45,59,9.59463212384308,1,1
corn,800,41,50,10.683252398950096,1,1
corn,641,21,67,3.8583099172788553,1,1
corn,684,17,65,3.379501251491848,1,1
corn,627,34,76,4.46959686123699,1,1
corn,610,18,64,3.625040016041824,0,1
corn,664,15,57,3.6243349953838337,0,1
corn,499,16,79,2.033846917742705,1,1
corn,789,11,44,3.510608392904582,1,1
corn,522,47,72,6.940532091088047,0,1
corn,771,12,60,2.8262464621690464,0,1
corn,465,26,57,5.933726403599668,1,1
corn,706,39,34,13.280108971824276,0,1
corn,628,29,34,9.959863252284345,1,1
corn,594,43,36,14.140701398496612,0,1
corn,662,36,71,5.618814688979957,1,1
corn,655,31,71,4.891988246392871,0,1
corn,724,18,33,6.444640700244203,1,1
corn,820,18,69,3.228018795391567,0,1
corn,790,13,74,2.12084942756824,0,1
corn,508,16,66,3.076477786068266,1,1
corn,712,42,57,9.441625091493272,0,1
corn,643,27,43,8.088837496211227,1,1
corn,782,17,74,2.6389173576200595,0,1
corn,649,16,30,5.995416009536799,1,1
corn,582,32,40,9.977414706212034,0,1
corn,578,36,59,7.7563127631121,1,1
corn,540,29,44,8.485678725430615,0,1
corn,606,28,30,10.1839599577683,1,1
corn,716,42,30,15.112632743163816,0,1
corn,727,18,62,3.8353911817637,1,1
corn,692,29,41,8.96154937218815,1,1
corn,812,34,59,7.406118487968778,1,1
corn,780,19,35,6.60343297874434,0,1
corn,706,11,35,3.985108971824276,1,1
corn,626,41,60,8.589330287917216,0,1
corn,696,35,48,9.507569572969611,1,1
corn,654,23,72,3.616726639612307,0,1
corn,783,42,46,11.769159342044173,1,1
corn,635,15,47,4.366722917192524,0,1
corn,537,31,41,9.509825995022997,0,1
corn,816,17,39,5.622069674459605,1,1
corn,731,21,39,6.821389719699102,0,1
corn,762,11,56,2.844048671437028,0,1
corn,835,19,42,5.95155982953217,1,1
corn,840,45,30,16.19273388060611,0,1
corn,818,40,69,6.637544492279647,0,1
corn,517,32,58,7.079089379854449,0,1
corn,848,27,43,8.139605913821052,1,1
corn,591,17,53,4.37488239131241,0,1
corn,764,25,78,3.1745380526402016,1,1
corn,68,40,57,8.788982236504616,0,0
corn,96,31,73,4.388784786484806,0,0
corn,412,14,55,3.477326835353988,0,0
corn,511,17,50,4.607350438013126,1,0
corn,448,19,77,2.5235527140628697,0,0
corn,455,34,42,10.200692571934624,0,0
corn,384,27,54,6.528322012519531,1,0
corn,177,15,35,5.1165516012775205,0,0
corn,518,31,64,5.939378385438337,1,0
corn,171,10,42,3.1389588435351468,1,0
corn,168,36,73,5.097651857378845,0,0
corn,155,33,45,9.306903147385803,1,0
corn,315,28,51,7.1549604399399485,0,0
corn,374,26,66,4.735043634587896,1,0
corn,193,28,79,3.1883333147524646,1,0
corn,393,12,74,1.881243948454449,0,0
corn,79,17,42,5.124931626142174,1,0
corn,164,17,78,2.105897945161804,1,0
corn,450,12,64,2.499165479657589,1,0
corn,358,19,35,6.48472606050854,1,0
corn,290,29,50,7.536025577928331,1,0
corn,126,16,61,3.338534837229803,0,0
corn,126,37,64,6.878534837229803,1,0
corn,8,18,53,4.382498570332604,0,0
corn,212,13,49,3.571153504641649,1,0
corn,321,22,51,5.687064821723555,0,0
corn,338,17,77,2.2579478645540743,0,0
corn,224,40,36,13.060971861112188,1,0
corn,463,30,34,10.24312178324836,1,0
corn,505,41,39,12.86060299263658,1,0
corn,78,33,54,7.784398296480238,0,0
corn,163,45,77,5.410457425738812,1,0
corn,318,43,62,8.466014500856982,0,0
corn,232,38,40,11.664135271897688,0,0
corn,175,47,56,10.580690452007774,0,0
corn,257,21,57,4.788785448409512,1,0
corn,125,7,46,2.108059243984389,1,0
corn,39,14,64,2.6923156726183093,0,0
corn,22,40,52,9.761749159805158,0,0
corn,184,40,58,8.644541743781767,1,0
corn,18,20,58,4.359161006259766,0,0
corn,70,38,79,4.180077794879654,1,0
corn,129,27,44,7.779955447013927,0,0
corn,44,41,67,6.940302301781712,1,0
corn,40,18,55,4.222917125311271,0,0
corn,250,35,35,11.646118024831814,1,0
corn,166,47,32,16.216776525279826,0,0
corn,50,46,65,8.228820424409646,1,0
corn,198,27,41,8.215414938044866,1,0
corn,56,19,43,5.597270654144123,0,0
corn,825,35,65,6.564202312262066,0,1
corn,949,17,61,3.782596171286713,1,1
corn,1018,40,60,8.4826732040697,0,1
corn,1001,36,35,12.179002632137534,1,1
corn,882,36,59,7.832475655996103,0,1
corn,998,27,57,6.283351960387584,1,1
corn,926,37,31,13.22746127610178,1,1
corn,936,37,70,6.014700811118101,1,1
corn,865,18,56,4.408558044111213,1,1
corn,916,8,58,2.1402108429117623,1,1
corn,948,13,69,2.482374088077185,1,1
corn,910,8,69,1.6988552852016363,0,1
corn,805,30,63,5.9844489005350106,0,1
corn,889,27,71,4.369078966305637,0,1
corn,963,28,77,3.69069433409186,1,1
corn,983,12,75,1.975085234527916,1,1
corn,985,15,62,3.325522094605994,1,1
corn,1044,34,34,11.708233645935278,1,1
corn,902,17,30,6.4070416208501895,0,1
corn,1031,32,41,9.925461386183375,0,1
corn,830,39,65,7.26538264847336,1,1
corn,974,37,34,12.683114372326951,0,1
corn,880,26,56,6.172016522792116,0,1
corn,872,43,45,12.275175307307022,1,1
corn,811,21,79,2.640880367018473,0,1
corn,1049,12,58,3.009295717335972,1,1
corn,923,40,72,6.061787297687635,0,1
corn,869,22,46,6.389482907039779,1,1
corn,1038,40,36,13.286956102587467,1,1
corn,965,23,61,4.956135265649055,1,1
corn,861,35,32,12.347631270302715,1,1
corn,918,11,47,3.3756618090590766,0,1
corn,919,29,31,10.46588712666074,1,1
corn,869,44,62,8.809482907039778,1,1
corn,858,43,63,8.401934928781342,1,1
corn,962,24,68,4.310473713346629,0,1
corn,885,35,34,12.003163483587482,1,1
corn,1001,31,60,6.679002632137533,0,1
corn,859,20,34,7.047167163106591,1,1
corn,917,15,45,4.58543638119676,0,1
corn,1002,21,51,5.624219326395229,0,1
corn,1033,39,68,6.725888917209591,1,1
corn,936,17,40,5.5647008111181,0,1
corn,977,31,46,8.843772237357115,1,1
corn,955,36,32,12.708926461801925,1,1
corn,989,10,76,1.6763946129444842,1,1
corn,923,47,76,6.101787297687634,0,1
corn,938,42,76,5.505147424206399,0,1
corn,1017,47,62,9.412458061110907,1,1
corn,1009,14,69,2.6507334512625382,1,1
corn,687,18,53,4.635270509717289,0,1
corn,517,20,31,7.259089379854448,1,1
corn,724,15,66,2.9646407002442032,1,1
corn,828,33,55,7.864910894027853,1,1
corn,772,30,38,9.72648996202448,0,1
corn,562,23,77,3.0168723390423797,0,1
corn,612,15,57,3.610578910659693,0,1
corn,668,31,30,11.250373579700582,1,1
corn,673,40,65,7.401668033707346,1,1
corn,794,13,56,3.291812220785764,1,1
corn,575,22,77,2.9054841835457563,0,1
corn,714,35,72,5.312129225290892,1,1
corn,544,45,52,11.166812615672647,1,1
corn,556,34,61,7.000193448576242,1,1
corn,690,46,31,16.276038310550312,1,1
corn,709,27,59,5.945867730977749,0,1
corn,658,8,33,3.077772034414344,0,1
corn,827,33,33,11.494674826989645,1,1
corn,638,18,64,3.632517219293448,0,1
corn,695,20,66,3.807314762333281,0,1
corn,664,33,72,5.019334995383833,1,1
corn,486,26,76,3.470011865010089,1,1
corn,565,18,50,4.872708948286583,0,1
corn,842,7,71,1.4582026302139592,1,1
corn,716,50,35,16.66263274316382,0,1
corn,847,11,54,2.974372340958163,1,1
corn,857,26,49,7.076702573720782,0,1
corn,807,16,67,3.074926579514412,1,1
corn,884,25,33,8.827934323783404,0,1
corn,699,29,49,7.803333050828208,0,1
corn,687,31,53,7.690270509717289,0,1
corn,556,30,78,3.6701934485762417,1,1
corn,792,6,60,1.631331092813754,0,1
corn,737,25,60,5.41788305283557,0,1
corn,665,25,55,6.024594894529721,1,1
corn,793,19,37,6.416571723846594,1,1
corn,704,32,72,4.889602351529796,0,1
corn,702,10,42,3.30909510384104,0,1
